N,M,Max Precision (bits),Min Precision (bits),Network,Layer,Cycles,Memory wait cycles,WBUF Read,WBUF Write,OBUF Read,OBUF Write,IBUF Read,IBUF Write,DRAM Read,DRAM Write,Bandwidth (bits/cycle),WBUF Size (bits),OBUF Size (bits),IBUF Size (bits),Batch size
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_7-layer,conv2/Convolution,628167,967,2247884800,2867200,64225280,64225280,1926758400,30105600,65085440,32112640,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_7-layer,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_8-base,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_8-layer,conv2/Convolution,628273,1073,2569011200,3276800,64225280,64225280,1926758400,30105600,65495040,32112640,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_6-wb_8-layer,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_1-base,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_1-layer,conv2/Convolution,373521,216721,321126400,5734400,64225280,64225280,2247884800,1756160,39603200,32112640,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_1-layer,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_2-base,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_2-layer,conv2/Convolution,384508,227708,642252800,819200,64225280,64225280,2247884800,8780800,41712640,32112640,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_2-layer,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_3-base,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_3-layer,conv2/Convolution,386641,73041,963379200,1228800,64225280,64225280,2247884800,8780800,42122240,32112640,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_3-layer,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_4-base,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_4-layer,conv2/Convolution,434508,120908,1284505600,1638400,64225280,64225280,2247884800,17561600,51312640,32112640,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_4-layer,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_5-base,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_5-layer,conv2/Convolution,627965,765,1605632000,2048000,64225280,64225280,2247884800,35123200,69283840,32112640,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_5-layer,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_6-base,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_6-layer,conv2/Convolution,628072,872,1926758400,2457600,64225280,64225280,2247884800,35123200,69693440,32112640,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_6-layer,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_7-base,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_7-layer,conv2/Convolution,628178,978,2247884800,2867200,64225280,64225280,2247884800,35123200,70103040,32112640,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_7-layer,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_8-base,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_8-layer,conv2/Convolution,628285,1085,2569011200,3276800,64225280,64225280,2247884800,35123200,70512640,32112640,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_7-wb_8-layer,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_1-base,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_1-layer,conv2/Convolution,379094,222294,321126400,6553600,64225280,64225280,2569011200,2007040,40673280,32112640,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_1-layer,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_2-base,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_2-layer,conv2/Convolution,391041,234241,642252800,819200,64225280,64225280,2569011200,10035200,42967040,32112640,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_2-layer,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_3-base,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_3-layer,conv2/Convolution,393174,79574,963379200,1228800,64225280,64225280,2569011200,10035200,43376640,32112640,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_3-layer,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_4-base,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_4-layer,conv2/Convolution,447574,133974,1284505600,1638400,64225280,64225280,2569011200,20070400,53821440,32112640,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_4-layer,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_5-base,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_5-layer,conv2/Convolution,627977,777,1605632000,2048000,64225280,64225280,2569011200,40140800,74301440,32112640,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_5-layer,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_6-base,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_6-layer,conv2/Convolution,628083,883,1926758400,2457600,64225280,64225280,2569011200,40140800,74711040,32112640,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_6-layer,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_7-base,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_7-layer,conv2/Convolution,628190,990,2247884800,2867200,64225280,64225280,2569011200,40140800,75120640,32112640,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_7-layer,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_8-base,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_8-layer,conv2/Convolution,628297,1097,2569011200,3276800,64225280,64225280,2569011200,40140800,75530240,32112640,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_320-cout_1280-kernel_1-stride_1-pad_SAME-group_1-fb_8-wb_8-layer,conv-b2/Convolution,157897,1097,642252800,819200,16056320,16056320,642252800,10035200,18882560,8028160,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_1-base,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_1-layer,conv2/Convolution,44806,33046,72253440,122880,8028160,8028160,72253440,451584,4588544,4014080,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_1-layer,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_2-base,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_2-layer,conv2/Convolution,45446,33686,144506880,245760,8028160,8028160,72253440,451584,4711424,4014080,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_2-layer,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_3-base,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_3-layer,conv2/Convolution,50567,30967,216760320,1228800,8028160,8028160,72253440,451584,5694464,4014080,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_3-layer,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_4-base,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_4-layer,conv2/Convolution,52700,33100,289013760,1638400,8028160,8028160,72253440,451584,6104064,4014080,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_4-layer,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_5-base,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_5-layer,conv2/Convolution,53767,18487,361267200,1843200,8028160,8028160,72253440,451584,6308864,4014080,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_5-layer,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_6-base,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_6-layer,conv2/Convolution,55687,20407,433520640,2211840,8028160,8028160,72253440,451584,6677504,4014080,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_6-layer,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_7-base,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_7-layer,conv2/Convolution,56934,21654,505774080,645120,8028160,8028160,72253440,2257920,6917120,4014080,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_7-layer,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_8-base,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_8-layer,conv2/Convolution,57414,22134,578027520,737280,8028160,8028160,72253440,2257920,7009280,4014080,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_1-wb_8-layer,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_1-base,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_1-layer,conv2/Convolution,47158,35398,72253440,122880,8028160,8028160,144506880,903168,5040128,4014080,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_1-layer,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_2-base,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_2-layer,conv2/Convolution,47798,36038,144506880,245760,8028160,8028160,144506880,903168,5163008,4014080,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_2-layer,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_3-base,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_3-layer,conv2/Convolution,57718,38118,216760320,2150400,8028160,8028160,144506880,903168,7067648,4014080,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_3-layer,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_4-base,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_4-layer,conv2/Convolution,61452,41852,289013760,2867200,8028160,8028160,144506880,903168,7784448,4014080,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_4-layer,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_5-base,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_5-layer,conv2/Convolution,63318,28038,361267200,3225600,8028160,8028160,144506880,903168,8142848,4014080,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_5-layer,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_6-base,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_6-layer,conv2/Convolution,66678,31398,433520640,3870720,8028160,8028160,144506880,903168,8787968,4014080,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_6-layer,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_7-base,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_7-layer,conv2/Convolution,68321,25985,606928896,774144,9633792,9633792,173408256,2709504,8300544,4816896,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_7-layer,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_8-base,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_8-layer,conv2/Convolution,69174,33894,578027520,737280,8028160,8028160,144506880,4515840,9267200,4014080,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_2-wb_8-layer,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_1-base,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_1-layer,conv2/Convolution,49403,29803,72253440,102400,8028160,8028160,216760320,1354752,5471232,4014080,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_1-layer,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_2-base,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_2-layer,conv2/Convolution,49937,30337,144506880,204800,8028160,8028160,216760320,1354752,5573632,4014080,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_2-layer,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_3-base,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_3-layer,conv2/Convolution,69030,33750,216760320,3870720,8028160,8028160,216760320,1354752,9239552,4014080,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_3-layer,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_4-base,conv-b2/Convolution,509044,1012,2080899072,2654208,28901376,28901376,2080899072,65028096,82132992,14450688,192,65536,16384,32768,16
16,32,8,2,width_7-height_7-cin_576-cout_160-kernel_1-stride_1-pad_SAME-group_1-fb_3-wb_4-layer,conv2/Convolution,73649,31313,346816512,442368,9633792,9633792,260112384,4064256,9323520,4816896,192,65536,16384,32768,16
